,DocID,TokenID,Token,Tag
31614,S2212671612001497,S2212671612001497-8,there,O
31615,S2212671612001497,S2212671612001497-9,are,O
31616,S2212671612001497,S2212671612001497-10,many,O
31617,S2212671612001497,S2212671612001497-11,important,O
31618,S2212671612001497,S2212671612001497-12,galloping,U
31619,S2212671612001497,S2212671612001497-13,data,L
31620,S2212671612001497,S2212671612001497-14,failed,O
31621,S2212671612001497,S2212671612001497-15,to,O
31622,S2212671612001497,S2212671612001497-16,collect,B
31623,S2212671612001497,S2212671612001497-17,systematically,I
31624,S2212671612001497,S2212671612001497-18,and,I
31625,S2212671612001497,S2212671612001497-19,completely,L
31626,S2212671612001497,S2212671612001497-20,because,O
31627,S2212671612001497,S2212671612001497-21,there,O
31628,S2212671612001497,S2212671612001497-22,is,O
31629,S2212671612001497,S2212671612001497-23,no,O
31630,S2212671612001497,S2212671612001497-24,unified,B
31631,S2212671612001497,S2212671612001497-25,management,I
31632,S2212671612001497,S2212671612001497-26,platform,L
31633,S2212671612001497,S2212671612001497-27,.,O
31634,S2212671612001497,S2212671612001497-28,After,O
31635,S2212671612001497,S2212671612001497-29,the,O
31636,S2212671612001497,S2212671612001497-30,galloping,B
31637,S2212671612001497,S2212671612001497-31,occurrence,L
31638,S2212671612001497,S2212671612001497-32,in,O
31639,S2212671612001497,S2212671612001497-33,2009–2010,O
31640,S2212671612001497,S2212671612001497-34,'s,O
31641,S2212671612001497,S2212671612001497-35,winter,O
31642,S2212671612001497,S2212671612001497-36,the,O
31643,S2212671612001497,S2212671612001497-37,department,O
31644,S2212671612001497,S2212671612001497-38,of,O
31645,S2212671612001497,S2212671612001497-39,productive,O
31646,S2212671612001497,S2212671612001497-40,of,O
31647,S2212671612001497,S2212671612001497-41,the,O
31648,S2212671612001497,S2212671612001497-42,State,O
31649,S2212671612001497,S2212671612001497-43,Grid,O
31650,S2212671612001497,S2212671612001497-44,Corporation,O
31651,S2212671612001497,S2212671612001497-45,organized,O
31652,S2212671612001497,S2212671612001497-46,a,O
31653,S2212671612001497,S2212671612001497-47,lot,O
31654,S2212671612001497,S2212671612001497-48,of,O
31655,S2212671612001497,S2212671612001497-49,human,O
31656,S2212671612001497,S2212671612001497-50,to,O
31657,S2212671612001497,S2212671612001497-51,carry,B
31658,S2212671612001497,S2212671612001497-52,out,I
31659,S2212671612001497,S2212671612001497-53,the,I
31660,S2212671612001497,S2212671612001497-54,research,I
31661,S2212671612001497,S2212671612001497-55,of,I
31662,S2212671612001497,S2212671612001497-56,galloping,U
31663,S2212671612001497,S2212671612001497-57,information,L
31664,S2212671612001497,S2212671612001497-58,",",O
31665,S2212671612001497,S2212671612001497-59,this,O
31666,S2212671612001497,S2212671612001497-60,work,O
31667,S2212671612001497,S2212671612001497-61,is,O
31668,S2212671612001497,S2212671612001497-62,time–consuming,O
31669,S2212671612001497,S2212671612001497-63,and,O
31670,S2212671612001497,S2212671612001497-64,inefficient,O
31671,S2212671612001497,S2212671612001497-65,.,O
31672,S2212671612001497,S2212671612001497-66,The,O
31673,S2212671612001497,S2212671612001497-67,State,O
31674,S2212671612001497,S2212671612001497-68,Grid,O
31675,S2212671612001497,S2212671612001497-69,Corporation,O
31676,S2212671612001497,S2212671612001497-70,has,O
31677,S2212671612001497,S2212671612001497-71,used,O
31678,S2212671612001497,S2212671612001497-72,the,O
31679,S2212671612001497,S2212671612001497-73,production,B
31680,S2212671612001497,S2212671612001497-74,management,I
31681,S2212671612001497,S2212671612001497-75,system,L
31682,S2212671612001497,S2212671612001497-76,(,O
31683,S2212671612001497,S2212671612001497-77,PMS,U
31684,S2212671612001497,S2212671612001497-78,),O
31685,S2212671612001497,S2212671612001497-79,which,O
31686,S2212671612001497,S2212671612001497-80,is,O
31687,S2212671612001497,S2212671612001497-81,a,O
31688,S2212671612001497,S2212671612001497-82,powerful,O
31689,S2212671612001497,S2212671612001497-83,and,O
31690,S2212671612001497,S2212671612001497-84,easy,O
31691,S2212671612001497,S2212671612001497-85,to,O
31692,S2212671612001497,S2212671612001497-86,use,O
31693,S2212671612001497,S2212671612001497-87,.,O
31694,S2212671612001497,S2212671612001497-88,With,O
31695,S2212671612001497,S2212671612001497-89,the,O
31696,S2212671612001497,S2212671612001497-90,help,O
31697,S2212671612001497,S2212671612001497-91,of,O
31698,S2212671612001497,S2212671612001497-92,the,O
31699,S2212671612001497,S2212671612001497-93,system,O
31700,S2212671612001497,S2212671612001497-94,we,O
31701,S2212671612001497,S2212671612001497-95,can,O
31702,S2212671612001497,S2212671612001497-96,create,B
31703,S2212671612001497,S2212671612001497-97,a,I
31704,S2212671612001497,S2212671612001497-98,galloping,U
31705,S2212671612001497,S2212671612001497-99,database,L
31706,S2212671612001497,S2212671612001497-100,which,O
31707,S2212671612001497,S2212671612001497-101,can,O
31708,S2212671612001497,S2212671612001497-102,save,B
31709,S2212671612001497,S2212671612001497-103,resources,I
31710,S2212671612001497,S2212671612001497-104,and,I
31711,S2212671612001497,S2212671612001497-105,storage,I
31712,S2212671612001497,S2212671612001497-106,the,I
31713,S2212671612001497,S2212671612001497-107,galloping,B
31714,S2212671612001497,S2212671612001497-108,data,L
31715,S2212671612001497,S2212671612001497-109,.,O
31716,S2212671612001497,S2212671612001497-110,To,O
31717,S2212671612001497,S2212671612001497-111,build,O
31718,S2212671612001497,S2212671612001497-112,and,O
31719,S2212671612001497,S2212671612001497-113,put,O
31720,S2212671612001497,S2212671612001497-114,it,O
31721,S2212671612001497,S2212671612001497-115,into,O
31722,S2212671612001497,S2212671612001497-116,application,B
31723,S2212671612001497,S2212671612001497-117,of,I
31724,S2212671612001497,S2212671612001497-118,database,L
31725,S2212671612001497,S2212671612001497-119,can,O
31726,S2212671612001497,S2212671612001497-120,provide,O
31727,S2212671612001497,S2212671612001497-121,technical,B
31728,S2212671612001497,S2212671612001497-122,support,L
31729,S2212671612001497,S2212671612001497-123,for,O
31730,S2212671612001497,S2212671612001497-124,line,B
31731,S2212671612001497,S2212671612001497-125,galloping,I
31732,S2212671612001497,S2212671612001497-126,prevention,L
31733,S2212671612001497,S2212671612001497-127,and,O
31734,S2212671612001497,S2212671612001497-128,galloping,B
31735,S2212671612001497,S2212671612001497-129,research,I
31736,S2212671612001497,S2212671612001497-130,work,L
31737,S2212671612001497,S2212671612001497-131,.,O
31738,S2352179114200032,S2352179114200032-0,Although,O
31739,S2352179114200032,S2352179114200032-1,the,O
31740,S2352179114200032,S2352179114200032-2,presented,O
31741,S2352179114200032,S2352179114200032-3,model,O
31742,S2352179114200032,S2352179114200032-4,is,O
31743,S2352179114200032,S2352179114200032-5,developed,O
31744,S2352179114200032,S2352179114200032-6,and,O
31745,S2352179114200032,S2352179114200032-7,tested,O
31746,S2352179114200032,S2352179114200032-8,with,O
31747,S2352179114200032,S2352179114200032-9,a-C,B
31748,S2352179114200032,S2352179114200032-10,:,O
31749,S2352179114200032,S2352179114200032-11,H,O
31750,S2352179114200032,S2352179114200032-12,layers,L
31751,S2352179114200032,S2352179114200032-13,in,O
31752,S2352179114200032,S2352179114200032-14,mind,O
31753,S2352179114200032,S2352179114200032-15,",",O
31754,S2352179114200032,S2352179114200032-16,it,O
31755,S2352179114200032,S2352179114200032-17,is,O
31756,S2352179114200032,S2352179114200032-18,not,O
31757,S2352179114200032,S2352179114200032-19,necessarily,O
31758,S2352179114200032,S2352179114200032-20,limited,O
31759,S2352179114200032,S2352179114200032-21,to,O
31760,S2352179114200032,S2352179114200032-22,them,O
31761,S2352179114200032,S2352179114200032-23,.,O
31762,S2352179114200032,S2352179114200032-24,Moreover,O
31763,S2352179114200032,S2352179114200032-25,",",O
31764,S2352179114200032,S2352179114200032-26,the,O
31765,S2352179114200032,S2352179114200032-27,only,O
31766,S2352179114200032,S2352179114200032-28,assumptions,O
31767,S2352179114200032,S2352179114200032-29,are,O
31768,S2352179114200032,S2352179114200032-30,chemical,B
31769,S2352179114200032,S2352179114200032-31,reactions,L
31770,S2352179114200032,S2352179114200032-32,between,O
31771,S2352179114200032,S2352179114200032-33,the,O
31772,S2352179114200032,S2352179114200032-34,gas,U
31773,S2352179114200032,S2352179114200032-35,and,O
31774,S2352179114200032,S2352179114200032-36,the,O
31775,S2352179114200032,S2352179114200032-37,solid,B
31776,S2352179114200032,S2352179114200032-38,forming,I
31777,S2352179114200032,S2352179114200032-39,volatiles,L
31778,S2352179114200032,S2352179114200032-40,",",O
31779,S2352179114200032,S2352179114200032-41,the,O
31780,S2352179114200032,S2352179114200032-42,loss,O
31781,S2352179114200032,S2352179114200032-43,of,O
31782,S2352179114200032,S2352179114200032-44,these,O
31783,S2352179114200032,S2352179114200032-45,volatiles,O
31784,S2352179114200032,S2352179114200032-46,from,O
31785,S2352179114200032,S2352179114200032-47,the,O
31786,S2352179114200032,S2352179114200032-48,material,O
31787,S2352179114200032,S2352179114200032-49,and,O
31788,S2352179114200032,S2352179114200032-50,the,O
31789,S2352179114200032,S2352179114200032-51,two,O
31790,S2352179114200032,S2352179114200032-52,stated,O
31791,S2352179114200032,S2352179114200032-53,boundary,O
31792,S2352179114200032,S2352179114200032-54,conditions,O
31793,S2352179114200032,S2352179114200032-55,of,O
31794,S2352179114200032,S2352179114200032-56,gas,U
31795,S2352179114200032,S2352179114200032-57,influx,L
31796,S2352179114200032,S2352179114200032-58,at,O
31797,S2352179114200032,S2352179114200032-59,a,O
31798,S2352179114200032,S2352179114200032-60,single,B
31799,S2352179114200032,S2352179114200032-61,outer,I
31800,S2352179114200032,S2352179114200032-62,surface,L
31801,S2352179114200032,S2352179114200032-63,and,O
31802,S2352179114200032,S2352179114200032-64,the,O
31803,S2352179114200032,S2352179114200032-65,possibility,O
31804,S2352179114200032,S2352179114200032-66,of,O
31805,S2352179114200032,S2352179114200032-67,reactions,U
31806,S2352179114200032,S2352179114200032-68,throughout,O
31807,S2352179114200032,S2352179114200032-69,the,O
31808,S2352179114200032,S2352179114200032-70,bulk,O
31809,S2352179114200032,S2352179114200032-71,.,O
31810,S2352179114200032,S2352179114200032-72,Porosity,U
31811,S2352179114200032,S2352179114200032-73,and,O
31812,S2352179114200032,S2352179114200032-74,significant,O
31813,S2352179114200032,S2352179114200032-75,gas,B
31814,S2352179114200032,S2352179114200032-76,inventories,L
31815,S2352179114200032,S2352179114200032-77,were,O
31816,S2352179114200032,S2352179114200032-78,observed,O
31817,S2352179114200032,S2352179114200032-79,not,O
31818,S2352179114200032,S2352179114200032-80,only,O
31819,S2352179114200032,S2352179114200032-81,for,O
31820,S2352179114200032,S2352179114200032-82,carbon,U
31821,S2352179114200032,S2352179114200032-83,[,O
31822,S2352179114200032,S2352179114200032-84,12,O
31823,S2352179114200032,S2352179114200032-85,],O
31824,S2352179114200032,S2352179114200032-86,but,O
31825,S2352179114200032,S2352179114200032-87,",",O
31826,S2352179114200032,S2352179114200032-88,e.g,O
31827,S2352179114200032,S2352179114200032-89,.,O
31828,S2352179114200032,S2352179114200032-90,also,O
31829,S2352179114200032,S2352179114200032-91,for,O
31830,S2352179114200032,S2352179114200032-92,beryllium,B
31831,S2352179114200032,S2352179114200032-93,co-deposits,L
31832,S2352179114200032,S2352179114200032-94,[,O
31833,S2352179114200032,S2352179114200032-95,25,O
31834,S2352179114200032,S2352179114200032-96,],O
31835,S2352179114200032,S2352179114200032-97,and,O
31836,S2352179114200032,S2352179114200032-98,can,O
31837,S2352179114200032,S2352179114200032-99,be,O
31838,S2352179114200032,S2352179114200032-100,expected,O
31839,S2352179114200032,S2352179114200032-101,for,O
31840,S2352179114200032,S2352179114200032-102,other,O
31841,S2352179114200032,S2352179114200032-103,co-deposits,O
31842,S2352179114200032,S2352179114200032-104,formed,O
31843,S2352179114200032,S2352179114200032-105,in,O
31844,S2352179114200032,S2352179114200032-106,plasma,B
31845,S2352179114200032,S2352179114200032-107,devices,L
31846,S2352179114200032,S2352179114200032-108,[,O
31847,S2352179114200032,S2352179114200032-109,1,O
31848,S2352179114200032,S2352179114200032-110,],O
31849,S2352179114200032,S2352179114200032-111,.,O
31850,S2352179114200032,S2352179114200032-112,Thus,O
31851,S2352179114200032,S2352179114200032-113,",",O
31852,S2352179114200032,S2352179114200032-114,TCR,U
31853,S2352179114200032,S2352179114200032-115,and,O
31854,S2352179114200032,S2352179114200032-116,its,O
31855,S2352179114200032,S2352179114200032-117,description,O
31856,S2352179114200032,S2352179114200032-118,by,O
31857,S2352179114200032,S2352179114200032-119,the,O
31858,S2352179114200032,S2352179114200032-120,presented,O
31859,S2352179114200032,S2352179114200032-121,model,O
31860,S2352179114200032,S2352179114200032-122,may,O
31861,S2352179114200032,S2352179114200032-123,be,O
31862,S2352179114200032,S2352179114200032-124,applicable,O
31863,S2352179114200032,S2352179114200032-125,to,O
31864,S2352179114200032,S2352179114200032-126,all,O
31865,S2352179114200032,S2352179114200032-127,deposits,O
31866,S2352179114200032,S2352179114200032-128,.,O
31867,S2352179114200032,S2352179114200032-129,If,O
31868,S2352179114200032,S2352179114200032-130,a,O
31869,S2352179114200032,S2352179114200032-131,layer,O
31870,S2352179114200032,S2352179114200032-132,has,O
31871,S2352179114200032,S2352179114200032-133,constituents,B
31872,S2352179114200032,S2352179114200032-134,that,I
31873,S2352179114200032,S2352179114200032-135,are,I
31874,S2352179114200032,S2352179114200032-136,not,I
31875,S2352179114200032,S2352179114200032-137,forming,I
31876,S2352179114200032,S2352179114200032-138,volatiles,I
31877,S2352179114200032,S2352179114200032-139,with,I
31878,S2352179114200032,S2352179114200032-140,the,I
31879,S2352179114200032,S2352179114200032-141,reactive,B
31880,S2352179114200032,S2352179114200032-142,gas,L
31881,S2352179114200032,S2352179114200032-143,",",O
31882,S2352179114200032,S2352179114200032-144,e.g,O
31883,S2352179114200032,S2352179114200032-145,.,O
31884,S2352179114200032,S2352179114200032-146,W,B
31885,S2352179114200032,S2352179114200032-147,and,I
31886,S2352179114200032,S2352179114200032-148,Be,I
31887,S2352179114200032,S2352179114200032-149,with,I
31888,S2352179114200032,S2352179114200032-150,O2,L
31889,S2352179114200032,S2352179114200032-151,",",O
31890,S2352179114200032,S2352179114200032-152,these,O
31891,S2352179114200032,S2352179114200032-153,constituents,O
31892,S2352179114200032,S2352179114200032-154,can,O
31893,S2352179114200032,S2352179114200032-155,not,O
31894,S2352179114200032,S2352179114200032-156,be,O
31895,S2352179114200032,S2352179114200032-157,removed,O
31896,S2352179114200032,S2352179114200032-158,by,O
31897,S2352179114200032,S2352179114200032-159,TCR,U
31898,S2352179114200032,S2352179114200032-160,",",O
31899,S2352179114200032,S2352179114200032-161,as,O
31900,S2352179114200032,S2352179114200032-162,they,O
31901,S2352179114200032,S2352179114200032-163,will,O
31902,S2352179114200032,S2352179114200032-164,not,O
31903,S2352179114200032,S2352179114200032-165,be,O
31904,S2352179114200032,S2352179114200032-166,removed,O
31905,S2352179114200032,S2352179114200032-167,from,O
31906,S2352179114200032,S2352179114200032-168,the,O
31907,S2352179114200032,S2352179114200032-169,deposit,B
31908,S2352179114200032,S2352179114200032-170,.,O
31909,S2352179114200032,S2352179114200032-171,This,O
31910,S2352179114200032,S2352179114200032-172,can,O
31911,S2352179114200032,S2352179114200032-173,influence,O
31912,S2352179114200032,S2352179114200032-174,the,O
31913,S2352179114200032,S2352179114200032-175,removal,O
31914,S2352179114200032,S2352179114200032-176,of,O
31915,S2352179114200032,S2352179114200032-177,other,O
31916,S2352179114200032,S2352179114200032-178,deposit,O
31917,S2352179114200032,S2352179114200032-179,constituents,L
31918,S2352179114200032,S2352179114200032-180,and,O
31919,S2352179114200032,S2352179114200032-181,the,O
31920,S2352179114200032,S2352179114200032-182,time,O
31921,S2352179114200032,S2352179114200032-183,evolution,O
31922,S2352179114200032,S2352179114200032-184,of,O
31923,S2352179114200032,S2352179114200032-185,the,O
31924,S2352179114200032,S2352179114200032-186,process,O
31925,S2352179114200032,S2352179114200032-187,can,O
31926,S2352179114200032,S2352179114200032-188,change,O
31927,S2352179114200032,S2352179114200032-189,.,O
31928,S2352179114200032,S2352179114200032-190,The,O
31929,S2352179114200032,S2352179114200032-191,new,O
31930,S2352179114200032,S2352179114200032-192,understanding,O
31931,S2352179114200032,S2352179114200032-193,of,O
31932,S2352179114200032,S2352179114200032-194,TCR,U
31933,S2352179114200032,S2352179114200032-195,may,O
31934,S2352179114200032,S2352179114200032-196,",",O
31935,S2352179114200032,S2352179114200032-197,for,O
31936,S2352179114200032,S2352179114200032-198,the,O
31937,S2352179114200032,S2352179114200032-199,first,O
31938,S2352179114200032,S2352179114200032-200,time,O
31939,S2352179114200032,S2352179114200032-201,",",O
31940,S2352179114200032,S2352179114200032-202,allow,O
31941,S2352179114200032,S2352179114200032-203,applying,O
31942,S2352179114200032,S2352179114200032-204,the,O
31943,S2352179114200032,S2352179114200032-205,method,O
31944,S2352179114200032,S2352179114200032-206,in,O
31945,S2352179114200032,S2352179114200032-207,a,O
31946,S2352179114200032,S2352179114200032-208,controlled,O
31947,S2352179114200032,S2352179114200032-209,way,O
31948,S2352179114200032,S2352179114200032-210,to,O
31949,S2352179114200032,S2352179114200032-211,nuclear,B
31950,S2352179114200032,S2352179114200032-212,fusion,I
31951,S2352179114200032,S2352179114200032-213,devices,L
31952,S2352179114200032,S2352179114200032-214,",",O
31953,S2352179114200032,S2352179114200032-215,possibly,O
31954,S2352179114200032,S2352179114200032-216,solving,O
31955,S2352179114200032,S2352179114200032-217,the,O
31956,S2352179114200032,S2352179114200032-218,tritium,U
31957,S2352179114200032,S2352179114200032-219,retention,L
31958,S2352179114200032,S2352179114200032-220,issue,L
31959,S2352179114200032,S2352179114200032-221,especially,O
31960,S2352179114200032,S2352179114200032-222,related,O
31961,S2352179114200032,S2352179114200032-223,to,O
31962,S2352179114200032,S2352179114200032-224,carbon,B
31963,S2352179114200032,S2352179114200032-225,based,I
31964,S2352179114200032,S2352179114200032-226,materials,L
31965,S2352179114200032,S2352179114200032-227,.,O
31966,S0009261412013838,S0009261412013838-0,Experimental,O
31967,S0009261412013838,S0009261412013838-1,studies,O
31968,S0009261412013838,S0009261412013838-2,of,O
31969,S0009261412013838,S0009261412013838-3,the,O
31970,S0009261412013838,S0009261412013838-4,dynamics,O
31971,S0009261412013838,S0009261412013838-5,of,O
31972,S0009261412013838,S0009261412013838-6,individual,O
31973,S0009261412013838,S0009261412013838-7,carbon,B
31974,S0009261412013838,S0009261412013838-8,atoms,L
31975,S0009261412013838,S0009261412013838-9,in,O
31976,S0009261412013838,S0009261412013838-10,graphene,U
31977,S0009261412013838,S0009261412013838-11,have,O
31978,S0009261412013838,S0009261412013838-12,been,O
31979,S0009261412013838,S0009261412013838-13,empowered,O
31980,S0009261412013838,S0009261412013838-14,by,O
31981,S0009261412013838,S0009261412013838-15,the,O
31982,S0009261412013838,S0009261412013838-16,recent,O
31983,S0009261412013838,S0009261412013838-17,progress,O
31984,S0009261412013838,S0009261412013838-18,in,O
31985,S0009261412013838,S0009261412013838-19,aberration-corrected,B
31986,S0009261412013838,S0009261412013838-20,transmission,I
31987,S0009261412013838,S0009261412013838-21,electron,I
31988,S0009261412013838,S0009261412013838-22,microscopy,L
31989,S0009261412013838,S0009261412013838-23,(,O
31990,S0009261412013838,S0009261412013838-24,AC-TEM,U
31991,S0009261412013838,S0009261412013838-25,),O
31992,S0009261412013838,S0009261412013838-26,capable,O
31993,S0009261412013838,S0009261412013838-27,of,O
31994,S0009261412013838,S0009261412013838-28,sub-Ångstrom,B
31995,S0009261412013838,S0009261412013838-29,resolution,L
31996,S0009261412013838,S0009261412013838-30,.,O
31997,S0009261412013838,S0009261412013838-31,The,O
31998,S0009261412013838,S0009261412013838-32,examples,O
31999,S0009261412013838,S0009261412013838-33,include,O
32000,S0009261412013838,S0009261412013838-34,AC-TEM,B
32001,S0009261412013838,S0009261412013838-35,observations,I
32002,S0009261412013838,S0009261412013838-36,of,I
32003,S0009261412013838,S0009261412013838-37,the,I
32004,S0009261412013838,S0009261412013838-38,formation,I
32005,S0009261412013838,S0009261412013838-39,and,I
32006,S0009261412013838,S0009261412013838-40,annealing,I
32007,S0009261412013838,S0009261412013838-41,of,I
32008,S0009261412013838,S0009261412013838-42,Stone–Wales,I
32009,S0009261412013838,S0009261412013838-43,defects,L
32010,S0009261412013838,S0009261412013838-44,[,O
32011,S0009261412013838,S0009261412013838-45,1,O
32012,S0009261412013838,S0009261412013838-46,],O
32013,S0009261412013838,S0009261412013838-47,",",O
32014,S0009261412013838,S0009261412013838-48,edge,B
32015,S0009261412013838,S0009261412013838-49,reconstruction,L
32016,S0009261412013838,S0009261412013838-50,[,O
32017,S0009261412013838,S0009261412013838-51,"2,3",O
32018,S0009261412013838,S0009261412013838-52,],O
32019,S0009261412013838,S0009261412013838-53,and,O
32020,S0009261412013838,S0009261412013838-54,formation,B
32021,S0009261412013838,S0009261412013838-55,of,I
32022,S0009261412013838,S0009261412013838-56,a,I
32023,S0009261412013838,S0009261412013838-57,large,I
32024,S0009261412013838,S0009261412013838-58,hole,I
32025,S0009261412013838,S0009261412013838-59,in,I
32026,S0009261412013838,S0009261412013838-60,graphene,B
32027,S0009261412013838,S0009261412013838-61,sheet,L
32028,S0009261412013838,S0009261412013838-62,from,I
32029,S0009261412013838,S0009261412013838-63,a,I
32030,S0009261412013838,S0009261412013838-64,single,I
32031,S0009261412013838,S0009261412013838-65,vacancy,I
32032,S0009261412013838,S0009261412013838-66,defect,L
32033,S0009261412013838,S0009261412013838-67,[,O
32034,S0009261412013838,S0009261412013838-68,3,O
32035,S0009261412013838,S0009261412013838-69,],O
32036,S0009261412013838,S0009261412013838-70,.,O
32037,S0009261412013838,S0009261412013838-71,The,O
32038,S0009261412013838,S0009261412013838-72,AC-TEM,O
32039,S0009261412013838,S0009261412013838-73,has,O
32040,S0009261412013838,S0009261412013838-74,been,O
32041,S0009261412013838,S0009261412013838-75,also,O
32042,S0009261412013838,S0009261412013838-76,exploited,O
32043,S0009261412013838,S0009261412013838-77,in,O
32044,S0009261412013838,S0009261412013838-78,visualization,O
32045,S0009261412013838,S0009261412013838-79,in,O
32046,S0009261412013838,S0009261412013838-80,real,O
32047,S0009261412013838,S0009261412013838-81,time,O
32048,S0009261412013838,S0009261412013838-82,of,O
32049,S0009261412013838,S0009261412013838-83,the,O
32050,S0009261412013838,S0009261412013838-84,process,B
32051,S0009261412013838,S0009261412013838-85,of,I
32052,S0009261412013838,S0009261412013838-86,self-assembly,I
32053,S0009261412013838,S0009261412013838-87,of,I
32054,S0009261412013838,S0009261412013838-88,graphene,U
32055,S0009261412013838,S0009261412013838-89,nanoribbons,L
32056,S0009261412013838,S0009261412013838-90,from,O
32057,S0009261412013838,S0009261412013838-91,molecular,B
32058,S0009261412013838,S0009261412013838-92,precursors,L
32059,S0009261412013838,S0009261412013838-93,[,O
32060,S0009261412013838,S0009261412013838-94,"4,5",O
32061,S0009261412013838,S0009261412013838-95,],O
32062,S0009261412013838,S0009261412013838-96,and,O
32063,S0009261412013838,S0009261412013838-97,formation,B
32064,S0009261412013838,S0009261412013838-98,of,I
32065,S0009261412013838,S0009261412013838-99,nanometre,I
32066,S0009261412013838,S0009261412013838-100,size,I
32067,S0009261412013838,S0009261412013838-101,hollow,I
32068,S0009261412013838,S0009261412013838-102,protrusion,I
32069,S0009261412013838,S0009261412013838-103,on,I
32070,S0009261412013838,S0009261412013838-104,the,I
32071,S0009261412013838,S0009261412013838-105,nanotube,B
32072,S0009261412013838,S0009261412013838-106,sidewall,L
32073,S0009261412013838,S0009261412013838-107,[,O
32074,S0009261412013838,S0009261412013838-108,6,O
32075,S0009261412013838,S0009261412013838-109,],O
32076,S0009261412013838,S0009261412013838-110,.,O
32077,S0009261412013838,S0009261412013838-111,Based,O
32078,S0009261412013838,S0009261412013838-112,on,O
32079,S0009261412013838,S0009261412013838-113,AC-TEM,B
32080,S0009261412013838,S0009261412013838-114,observations,L
32081,S0009261412013838,S0009261412013838-115,of,O
32082,S0009261412013838,S0009261412013838-116,transformation,O
32083,S0009261412013838,S0009261412013838-117,of,O
32084,S0009261412013838,S0009261412013838-118,small,B
32085,S0009261412013838,S0009261412013838-119,finite,I
32086,S0009261412013838,S0009261412013838-120,graphene,I
32087,S0009261412013838,S0009261412013838-121,flake,L
32088,S0009261412013838,S0009261412013838-122,into,O
32089,S0009261412013838,S0009261412013838-123,fullerene,U
32090,S0009261412013838,S0009261412013838-124,",",O
32091,S0009261412013838,S0009261412013838-125,a,O
32092,S0009261412013838,S0009261412013838-126,new,O
32093,S0009261412013838,S0009261412013838-127,‘,O
32094,S0009261412013838,S0009261412013838-128,top-down,B
32095,S0009261412013838,S0009261412013838-129,’,O
32096,S0009261412013838,S0009261412013838-130,mechanism,I
32097,S0009261412013838,S0009261412013838-131,for,I
32098,S0009261412013838,S0009261412013838-132,the,I
32099,S0009261412013838,S0009261412013838-133,formation,B
32100,S0009261412013838,S0009261412013838-134,of,I
32101,S0009261412013838,S0009261412013838-135,fullerene,L
32102,S0009261412013838,S0009261412013838-136,under,O
32103,S0009261412013838,S0009261412013838-137,the,O
32104,S0009261412013838,S0009261412013838-138,electron,O
32105,S0009261412013838,S0009261412013838-139,beam,O
32106,S0009261412013838,S0009261412013838-140,radiation,O
32107,S0009261412013838,S0009261412013838-141,has,O
32108,S0009261412013838,S0009261412013838-142,been,O
32109,S0009261412013838,S0009261412013838-143,proposed,B
32110,S0009261412013838,S0009261412013838-144,[,O
32111,S0009261412013838,S0009261412013838-145,7,O
32112,S0009261412013838,S0009261412013838-146,],O
32113,S0009261412013838,S0009261412013838-147,.,O
32114,S0009261412013838,S0009261412013838-148,The,O
32115,S0009261412013838,S0009261412013838-149,critical,O
32116,S0009261412013838,S0009261412013838-150,step,O
32117,S0009261412013838,S0009261412013838-151,in,O
32118,S0009261412013838,S0009261412013838-152,the,O
32119,S0009261412013838,S0009261412013838-153,proposed,O
32120,S0009261412013838,S0009261412013838-154,‘,O
32121,S0009261412013838,S0009261412013838-155,top-down,I
32122,S0009261412013838,S0009261412013838-156,’,O
32123,S0009261412013838,S0009261412013838-157,mechanism,I
32124,S0009261412013838,S0009261412013838-158,of,I
32125,S0009261412013838,S0009261412013838-159,the,I
32126,S0009261412013838,S0009261412013838-160,fullerene,I
32127,S0009261412013838,S0009261412013838-161,formation,L
32128,S0009261412013838,S0009261412013838-162,is,O
32129,S0009261412013838,S0009261412013838-163,creation,B
32130,S0009261412013838,S0009261412013838-164,of,I
32131,S0009261412013838,S0009261412013838-165,vacancies,I
32132,S0009261412013838,S0009261412013838-166,in,I
32133,S0009261412013838,S0009261412013838-167,small,I
32134,S0009261412013838,S0009261412013838-168,graphene,I
32135,S0009261412013838,S0009261412013838-169,flake,L
32136,S0009261412013838,S0009261412013838-170,as,O
32137,S0009261412013838,S0009261412013838-171,a,O
32138,S0009261412013838,S0009261412013838-172,result,O
32139,S0009261412013838,S0009261412013838-173,of,O
32140,S0009261412013838,S0009261412013838-174,knock-on,B
32141,S0009261412013838,S0009261412013838-175,damage,I
32142,S0009261412013838,S0009261412013838-176,by,I
32143,S0009261412013838,S0009261412013838-177,electrons,I
32144,S0009261412013838,S0009261412013838-178,of,I
32145,S0009261412013838,S0009261412013838-179,the,I
32146,S0009261412013838,S0009261412013838-180,imaging,I
32147,S0009261412013838,S0009261412013838-181,electron,I
32148,S0009261412013838,S0009261412013838-182,beam,I
32149,S0009261412013838,S0009261412013838-183,(,O
32150,S0009261412013838,S0009261412013838-184,e-beam,L
32151,S0009261412013838,S0009261412013838-185,),O
32152,S0009261412013838,S0009261412013838-186,.,O
32153,S0009261412013838,S0009261412013838-187,The,O
32154,S0009261412013838,S0009261412013838-188,subsequent,B
32155,S0009261412013838,S0009261412013838-189,formation,I
32156,S0009261412013838,S0009261412013838-190,of,I
