DocID,TokenID,Token,Tag
S0032386108010392,S0032386108010392-7,mechanical,
S0032386108010392,S0032386108010392-8,properties,
S0032386108010392,S0032386108010392-9,such,
S0032386108010392,S0032386108010392-10,as,
S0032386108010392,S0032386108010392-11,yield,
S0032386108010392,S0032386108010392-12,stress,
S0032386108010392,S0032386108010392-13,",",
S0032386108010392,S0032386108010392-14,σ,
S0032386108010392,S0032386108010392-15,",",
S0032386108010392,S0032386108010392-16,and,
S0032386108010392,S0032386108010392-17,elastic,
S0032386108010392,S0032386108010392-18,modulus,
S0032386108010392,S0032386108010392-19,",",
S0032386108010392,S0032386108010392-20,E,
S0032386108010392,S0032386108010392-21,",",
S0032386108010392,S0032386108010392-22,both,
S0032386108010392,S0032386108010392-23,derived,
S0032386108010392,S0032386108010392-24,from,
S0032386108010392,S0032386108010392-25,compression,
S0032386108010392,S0032386108010392-26,testing,
S0032386108010392,S0032386108010392-27,.,
S0032386108010392,S0032386108010392-28,For,
S0032386108010392,S0032386108010392-29,work-hardened,
S0032386108010392,S0032386108010392-30,metals,
S0032386108010392,S0032386108010392-31,",",
S0032386108010392,S0032386108010392-32,Tabor,
S0032386108010392,S0032386108010392-33,derived,
S0032386108010392,S0032386108010392-34,a,
S0032386108010392,S0032386108010392-35,direct,
S0032386108010392,S0032386108010392-36,proportionality,
S0032386108010392,S0032386108010392-37,between,
S0032386108010392,S0032386108010392-38,hardness,
S0032386108010392,S0032386108010392-39,and,
S0032386108010392,S0032386108010392-40,compressive,
S0032386108010392,S0032386108010392-41,yield,
S0032386108010392,S0032386108010392-42,stress,
S0032386108010392,S0032386108010392-43,:,
S0032386108010392,S0032386108010392-44,H≈3σ,
S0032386108010392,S0032386108010392-45,[,
S0032386108010392,S0032386108010392-46,20,
S0032386108010392,S0032386108010392-47,],
S0032386108010392,S0032386108010392-48,.,
S0032386108010392,S0032386108010392-49,However,
S0032386108010392,S0032386108010392-50,",",
S0032386108010392,S0032386108010392-51,it,
S0032386108010392,S0032386108010392-52,was,
S0032386108010392,S0032386108010392-53,soon,
S0032386108010392,S0032386108010392-54,realized,
S0032386108010392,S0032386108010392-55,that,
S0032386108010392,S0032386108010392-56,Tabor,
S0032386108010392,S0032386108010392-57,'s,
S0032386108010392,S0032386108010392-58,relationship,
S0032386108010392,S0032386108010392-59,only,
S0032386108010392,S0032386108010392-60,applies,
S0032386108010392,S0032386108010392-61,to,
S0032386108010392,S0032386108010392-62,materials,
S0032386108010392,S0032386108010392-63,that,
S0032386108010392,S0032386108010392-64,exhibit,
S0032386108010392,S0032386108010392-65,full,
S0032386108010392,S0032386108010392-66,plasticity,
S0032386108010392,S0032386108010392-67,[,
S0032386108010392,S0032386108010392-68,"9,10",
S0032386108010392,S0032386108010392-69,],
S0032386108010392,S0032386108010392-70,.,
S0032386108010392,S0032386108010392-71,Deviations,
S0032386108010392,S0032386108010392-72,from,
S0032386108010392,S0032386108010392-73,this,
S0032386108010392,S0032386108010392-74,relationship,
S0032386108010392,S0032386108010392-75,have,
S0032386108010392,S0032386108010392-76,been,
S0032386108010392,S0032386108010392-77,reported,
S0032386108010392,S0032386108010392-78,for,
S0032386108010392,S0032386108010392-79,a,
S0032386108010392,S0032386108010392-80,number,
S0032386108010392,S0032386108010392-81,of,
S0032386108010392,S0032386108010392-82,metals,
S0032386108010392,S0032386108010392-83,",",
S0032386108010392,S0032386108010392-84,glasses,
S0032386108010392,S0032386108010392-85,and,
S0032386108010392,S0032386108010392-86,polymers,
S0032386108010392,S0032386108010392-87,where,
S0032386108010392,S0032386108010392-88,the,
S0032386108010392,S0032386108010392-89,elastic,
S0032386108010392,S0032386108010392-90,strains,
S0032386108010392,S0032386108010392-91,are,
S0032386108010392,S0032386108010392-92,non-negligible,
S0032386108010392,S0032386108010392-93,[,
S0032386108010392,S0032386108010392-94,9,
S0032386108010392,S0032386108010392-95,],
S0032386108010392,S0032386108010392-96,.,
S0032386108010392,S0032386108010392-97,Hence,
S0032386108010392,S0032386108010392-98,",",
S0032386108010392,S0032386108010392-99,the,
S0032386108010392,S0032386108010392-100,different,
S0032386108010392,S0032386108010392-101,expressions,
S0032386108010392,S0032386108010392-102,describing,
S0032386108010392,S0032386108010392-103,the,
S0032386108010392,S0032386108010392-104,correlation,
S0032386108010392,S0032386108010392-105,of,
S0032386108010392,S0032386108010392-106,hardness,
S0032386108010392,S0032386108010392-107,with,
S0032386108010392,S0032386108010392-108,conventional,
S0032386108010392,S0032386108010392-109,macroscopic,
S0032386108010392,S0032386108010392-110,mechanical,
S0032386108010392,S0032386108010392-111,properties,
S0032386108010392,S0032386108010392-112,rely,
S0032386108010392,S0032386108010392-113,on,
S0032386108010392,S0032386108010392-114,the,
S0032386108010392,S0032386108010392-115,validity,
S0032386108010392,S0032386108010392-116,of,
S0032386108010392,S0032386108010392-117,the,
S0032386108010392,S0032386108010392-118,above-mentioned,
S0032386108010392,S0032386108010392-119,elasto-plastic,
S0032386108010392,S0032386108010392-120,models,
S0032386108010392,S0032386108010392-121,.,
S0032386108010392,S0032386108010392-122,In,
S0032386108010392,S0032386108010392-123,this,
S0032386108010392,S0032386108010392-124,way,
S0032386108010392,S0032386108010392-125,",",
S0032386108010392,S0032386108010392-126,hardness,
S0032386108010392,S0032386108010392-127,and,
S0032386108010392,S0032386108010392-128,yield,
S0032386108010392,S0032386108010392-129,stress,
S0032386108010392,S0032386108010392-130,no,
S0032386108010392,S0032386108010392-131,longer,
S0032386108010392,S0032386108010392-132,hold,
S0032386108010392,S0032386108010392-133,direct,
S0032386108010392,S0032386108010392-134,proportionality,
S0032386108010392,S0032386108010392-135,but,
S0032386108010392,S0032386108010392-136,their,
S0032386108010392,S0032386108010392-137,relationship,
S0032386108010392,S0032386108010392-138,depends,
S0032386108010392,S0032386108010392-139,on,
S0032386108010392,S0032386108010392-140,the,
S0032386108010392,S0032386108010392-141,specific,
S0032386108010392,S0032386108010392-142,material,
S0032386108010392,S0032386108010392-143,properties,
S0032386108010392,S0032386108010392-144,",",
S0032386108010392,S0032386108010392-145,such,
S0032386108010392,S0032386108010392-146,as,
S0032386108010392,S0032386108010392-147,Poisson,
S0032386108010392,S0032386108010392-148,'s,
S0032386108010392,S0032386108010392-149,ratio,
S0032386108010392,S0032386108010392-150,and,
S0032386108010392,S0032386108010392-151,elastic,
S0032386108010392,S0032386108010392-152,modulus,
S0032386108010392,S0032386108010392-153,[,
S0032386108010392,S0032386108010392-154,"9,11–13",
S0032386108010392,S0032386108010392-155,],
S0032386108010392,S0032386108010392-156,.,
S0032386108010392,S0032386108010392-157,It,
S0032386108010392,S0032386108010392-158,has,
S0032386108010392,S0032386108010392-159,been,
S0032386108010392,S0032386108010392-160,shown,
S0032386108010392,S0032386108010392-161,that,
S0032386108010392,S0032386108010392-162,these,
S0032386108010392,S0032386108010392-163,elasto-plastic,
S0032386108010392,S0032386108010392-164,models,
S0032386108010392,S0032386108010392-165,not,
S0032386108010392,S0032386108010392-166,only,
S0032386108010392,S0032386108010392-167,satisfactorily,
S0032386108010392,S0032386108010392-168,explain,
S0032386108010392,S0032386108010392-169,an,
S0032386108010392,S0032386108010392-170,H/σ,
S0032386108010392,S0032386108010392-171,ratio,
S0032386108010392,S0032386108010392-172,of,
S0032386108010392,S0032386108010392-173,≈2,
S0032386108010392,S0032386108010392-174,for,
S0032386108010392,S0032386108010392-175,a,
S0032386108010392,S0032386108010392-176,number,
S0032386108010392,S0032386108010392-177,of,
S0032386108010392,S0032386108010392-178,polyethylene,
S0032386108010392,S0032386108010392-179,materials,
S0032386108010392,S0032386108010392-180,of,
S0032386108010392,S0032386108010392-181,different,
S0032386108010392,S0032386108010392-182,nature,
S0032386108010392,S0032386108010392-183,",",
S0032386108010392,S0032386108010392-184,but,
S0032386108010392,S0032386108010392-185,also,
S0032386108010392,S0032386108010392-186,theoretically,
S0032386108010392,S0032386108010392-187,account,
S0032386108010392,S0032386108010392-188,for,
S0032386108010392,S0032386108010392-189,the,
S0032386108010392,S0032386108010392-190,range,
S0032386108010392,S0032386108010392-191,of,
S0032386108010392,S0032386108010392-192,H/E,
S0032386108010392,S0032386108010392-193,ratios,
S0032386108010392,S0032386108010392-194,experimentally,
S0032386108010392,S0032386108010392-195,determined,
S0032386108010392,S0032386108010392-196,[,
S0032386108010392,S0032386108010392-197,21,
S0032386108010392,S0032386108010392-198,],
S0032386108010392,S0032386108010392-199,.,
S0168365912006207,S0168365912006207-0,Unlike,
S0168365912006207,S0168365912006207-1,conventional,
S0168365912006207,S0168365912006207-2,materials,
S0168365912006207,S0168365912006207-3,used,
S0168365912006207,S0168365912006207-4,in,
S0168365912006207,S0168365912006207-5,nerve,
S0168365912006207,S0168365912006207-6,tissue,
S0168365912006207,S0168365912006207-7,engineering,
S0168365912006207,S0168365912006207-8,",",
S0168365912006207,S0168365912006207-9,PAs,
S0168365912006207,S0168365912006207-10,can,
S0168365912006207,S0168365912006207-11,be,
S0168365912006207,S0168365912006207-12,directly,
S0168365912006207,S0168365912006207-13,injected,
S0168365912006207,S0168365912006207-14,in,
S0168365912006207,S0168365912006207-15,vivo,
S0168365912006207,S0168365912006207-16,into,
S0168365912006207,S0168365912006207-17,models,
S0168365912006207,S0168365912006207-18,and,
S0168365912006207,S0168365912006207-19,spontaneously,
S0168365912006207,S0168365912006207-20,self-assemble,
S0168365912006207,S0168365912006207-21,into,
S0168365912006207,S0168365912006207-22,nanofibers,
S0168365912006207,S0168365912006207-23,in,
S0168365912006207,S0168365912006207-24,aqueous,
S0168365912006207,S0168365912006207-25,solutions,
S0168365912006207,S0168365912006207-26,.,
S0168365912006207,S0168365912006207-27,Furthermore,
S0168365912006207,S0168365912006207-28,",",
S0168365912006207,S0168365912006207-29,PAs,
S0168365912006207,S0168365912006207-30,can,
S0168365912006207,S0168365912006207-31,function,
S0168365912006207,S0168365912006207-32,as,
S0168365912006207,S0168365912006207-33,biomimetic,
S0168365912006207,S0168365912006207-34,materials,
S0168365912006207,S0168365912006207-35,exemplified,
S0168365912006207,S0168365912006207-36,by,
S0168365912006207,S0168365912006207-37,collagen-mimetic,
S0168365912006207,S0168365912006207-38,PAs,
S0168365912006207,S0168365912006207-39,[,
S0168365912006207,S0168365912006207-40,92,
S0168365912006207,S0168365912006207-41,],
S0168365912006207,S0168365912006207-42,.,
S0168365912006207,S0168365912006207-43,Conventional,
S0168365912006207,S0168365912006207-44,materials,
S0168365912006207,S0168365912006207-45,often,
S0168365912006207,S0168365912006207-46,rely,
S0168365912006207,S0168365912006207-47,on,
S0168365912006207,S0168365912006207-48,electrospinning,
S0168365912006207,S0168365912006207-49,as,
S0168365912006207,S0168365912006207-50,a,
S0168365912006207,S0168365912006207-51,manufacturing,
S0168365912006207,S0168365912006207-52,method,
S0168365912006207,S0168365912006207-53,to,
S0168365912006207,S0168365912006207-54,achieve,
S0168365912006207,S0168365912006207-55,fiber-like,
S0168365912006207,S0168365912006207-56,structures,
S0168365912006207,S0168365912006207-57,suitable,
S0168365912006207,S0168365912006207-58,for,
S0168365912006207,S0168365912006207-59,use,
S0168365912006207,S0168365912006207-60,in,
S0168365912006207,S0168365912006207-61,nerve,
S0168365912006207,S0168365912006207-62,regeneration,
S0168365912006207,S0168365912006207-63,.,
S0168365912006207,S0168365912006207-64,The,
S0168365912006207,S0168365912006207-65,self-assembly,
S0168365912006207,S0168365912006207-66,nature,
S0168365912006207,S0168365912006207-67,of,
S0168365912006207,S0168365912006207-68,PAs,
S0168365912006207,S0168365912006207-69,allows,
S0168365912006207,S0168365912006207-70,them,
S0168365912006207,S0168365912006207-71,to,
S0168365912006207,S0168365912006207-72,circumvent,
S0168365912006207,S0168365912006207-73,costly,
S0168365912006207,S0168365912006207-74,manufacturing,
S0168365912006207,S0168365912006207-75,methods,
S0168365912006207,S0168365912006207-76,.,
S0168365912006207,S0168365912006207-77,However,
S0168365912006207,S0168365912006207-78,",",
S0168365912006207,S0168365912006207-79,in,
S0168365912006207,S0168365912006207-80,contrast,
S0168365912006207,S0168365912006207-81,to,
S0168365912006207,S0168365912006207-82,conventional,
S0168365912006207,S0168365912006207-83,manufacturing,
S0168365912006207,S0168365912006207-84,methods,
S0168365912006207,S0168365912006207-85,like,
S0168365912006207,S0168365912006207-86,electrospinning,
S0168365912006207,S0168365912006207-87,where,
S0168365912006207,S0168365912006207-88,quality,
S0168365912006207,S0168365912006207-89,and,
S0168365912006207,S0168365912006207-90,batch-to-batch,
S0168365912006207,S0168365912006207-91,variability,
S0168365912006207,S0168365912006207-92,can,
S0168365912006207,S0168365912006207-93,be,
S0168365912006207,S0168365912006207-94,tightly,
S0168365912006207,S0168365912006207-95,controlled,
S0168365912006207,S0168365912006207-96,",",
S0168365912006207,S0168365912006207-97,merely,
S0168365912006207,S0168365912006207-98,relying,
S0168365912006207,S0168365912006207-99,on,
S0168365912006207,S0168365912006207-100,self-assembly,
S0168365912006207,S0168365912006207-101,as,
S0168365912006207,S0168365912006207-102,a,
S0168365912006207,S0168365912006207-103,method,
S0168365912006207,S0168365912006207-104,of,
S0168365912006207,S0168365912006207-105,large-scale,
S0168365912006207,S0168365912006207-106,commercial,
S0168365912006207,S0168365912006207-107,production,
S0168365912006207,S0168365912006207-108,is,
S0168365912006207,S0168365912006207-109,still,
S0168365912006207,S0168365912006207-110,an,
S0168365912006207,S0168365912006207-111,experimental,
S0168365912006207,S0168365912006207-112,concept,
S0168365912006207,S0168365912006207-113,.,
S0168365912006207,S0168365912006207-114,Perhaps,
S0168365912006207,S0168365912006207-115,the,
S0168365912006207,S0168365912006207-116,next,
S0168365912006207,S0168365912006207-117,step,
S0168365912006207,S0168365912006207-118,would,
S0168365912006207,S0168365912006207-119,be,
S0168365912006207,S0168365912006207-120,to,
S0168365912006207,S0168365912006207-121,carefully,
S0168365912006207,S0168365912006207-122,compare,
S0168365912006207,S0168365912006207-123,and,
S0168365912006207,S0168365912006207-124,contrast,
S0168365912006207,S0168365912006207-125,the,
S0168365912006207,S0168365912006207-126,robustness,
S0168365912006207,S0168365912006207-127,of,
S0168365912006207,S0168365912006207-128,self-assemled,
S0168365912006207,S0168365912006207-129,PAs,
S0168365912006207,S0168365912006207-130,to,
S0168365912006207,S0168365912006207-131,electrospun,
S0168365912006207,S0168365912006207-132,nanofibers,
S0168365912006207,S0168365912006207-133,.,
S0168365912006207,S0168365912006207-134,Given,
S0168365912006207,S0168365912006207-135,that,
S0168365912006207,S0168365912006207-136,the,
S0168365912006207,S0168365912006207-137,constituent,
S0168365912006207,S0168365912006207-138,elements,
S0168365912006207,S0168365912006207-139,in,
S0168365912006207,S0168365912006207-140,PAs,
S0168365912006207,S0168365912006207-141,and,
S0168365912006207,S0168365912006207-142,external,
S0168365912006207,S0168365912006207-143,factors,
S0168365912006207,S0168365912006207-144,like,
S0168365912006207,S0168365912006207-145,pH,
S0168365912006207,S0168365912006207-146,can,
S0168365912006207,S0168365912006207-147,affect,
S0168365912006207,S0168365912006207-148,its,
S0168365912006207,S0168365912006207-149,structural,
S0168365912006207,S0168365912006207-150,assembly,
S0168365912006207,S0168365912006207-151,",",
S0168365912006207,S0168365912006207-152,parameters,
S0168365912006207,S0168365912006207-153,must,
S0168365912006207,S0168365912006207-154,be,
S0168365912006207,S0168365912006207-155,finely,
S0168365912006207,S0168365912006207-156,tuned,
S0168365912006207,S0168365912006207-157,and,
S0168365912006207,S0168365912006207-158,optimized,
S0168365912006207,S0168365912006207-159,in,
S0168365912006207,S0168365912006207-160,order,
S0168365912006207,S0168365912006207-161,for,
S0168365912006207,S0168365912006207-162,PA,
S0168365912006207,S0168365912006207-163,nanofibers,
S0168365912006207,S0168365912006207-164,to,
S0168365912006207,S0168365912006207-165,be,
S0168365912006207,S0168365912006207-166,used,
S0168365912006207,S0168365912006207-167,as,
S0168365912006207,S0168365912006207-168,a,
S0168365912006207,S0168365912006207-169,full-fledged,
S0168365912006207,S0168365912006207-170,commercialized,
S0168365912006207,S0168365912006207-171,medical,
S0168365912006207,S0168365912006207-172,product,
S0168365912006207,S0168365912006207-173,[,
S0168365912006207,S0168365912006207-174,93,
S0168365912006207,S0168365912006207-175,],
S0168365912006207,S0168365912006207-176,.,
S0888327016300048,S0888327016300048-0,The,
S0888327016300048,S0888327016300048-1,research,
S0888327016300048,S0888327016300048-2,work,
S0888327016300048,S0888327016300048-3,in,
S0888327016300048,S0888327016300048-4,this,
S0888327016300048,S0888327016300048-5,paper,
S0888327016300048,S0888327016300048-6,elaborates,
S0888327016300048,S0888327016300048-7,on,
S0888327016300048,S0888327016300048-8,the,
S0888327016300048,S0888327016300048-9,theoretical,
S0888327016300048,S0888327016300048-10,effectiveness,
S0888327016300048,S0888327016300048-11,of,
S0888327016300048,S0888327016300048-12,the,
S0888327016300048,S0888327016300048-13,proposed,
S0888327016300048,S0888327016300048-14,method,
S0888327016300048,S0888327016300048-15,based,
S0888327016300048,S0888327016300048-16,on,
S0888327016300048,S0888327016300048-17,the,
S0888327016300048,S0888327016300048-18,multivariate,
S0888327016300048,S0888327016300048-19,EMD,
S0888327016300048,S0888327016300048-20,.,
S0888327016300048,S0888327016300048-21,It,
S0888327016300048,S0888327016300048-22,also,
S0888327016300048,S0888327016300048-23,clearly,
S0888327016300048,S0888327016300048-24,indicates,
S0888327016300048,S0888327016300048-25,through,
S0888327016300048,S0888327016300048-26,numerical,
S0888327016300048,S0888327016300048-27,simulations,
S0888327016300048,S0888327016300048-28,and,
S0888327016300048,S0888327016300048-29,applications,
S0888327016300048,S0888327016300048-30,to,
S0888327016300048,S0888327016300048-31,bearing,
S0888327016300048,S0888327016300048-32,monitoring,
S0888327016300048,S0888327016300048-33,that,
S0888327016300048,S0888327016300048-34,the,
S0888327016300048,S0888327016300048-35,expansion,
S0888327016300048,S0888327016300048-36,from,
S0888327016300048,S0888327016300048-37,standard,
S0888327016300048,S0888327016300048-38,EMD,
S0888327016300048,S0888327016300048-39,to,
S0888327016300048,S0888327016300048-40,multivariate,
S0888327016300048,S0888327016300048-41,EMD,
S0888327016300048,S0888327016300048-42,is,
S0888327016300048,S0888327016300048-43,a,
S0888327016300048,S0888327016300048-44,successful,
S0888327016300048,S0888327016300048-45,exploration,
S0888327016300048,S0888327016300048-46,.,
S0888327016300048,S0888327016300048-47,Using,
S0888327016300048,S0888327016300048-48,multiple,
S0888327016300048,S0888327016300048-49,sensors,
S0888327016300048,S0888327016300048-50,to,
S0888327016300048,S0888327016300048-51,collect,
S0888327016300048,S0888327016300048-52,signal,
S0888327016300048,S0888327016300048-53,from,
S0888327016300048,S0888327016300048-54,different,
S0888327016300048,S0888327016300048-55,locations,
S0888327016300048,S0888327016300048-56,of,
S0888327016300048,S0888327016300048-57,the,
S0888327016300048,S0888327016300048-58,machine,
S0888327016300048,S0888327016300048-59,and,
S0888327016300048,S0888327016300048-60,using,
S0888327016300048,S0888327016300048-61,the,
S0888327016300048,S0888327016300048-62,multivariate,
S0888327016300048,S0888327016300048-63,EMD,
S0888327016300048,S0888327016300048-64,to,
S0888327016300048,S0888327016300048-65,analyze,
S0888327016300048,S0888327016300048-66,multivariate,
S0888327016300048,S0888327016300048-67,signal,
S0888327016300048,S0888327016300048-68,can,
S0888327016300048,S0888327016300048-69,contribute,
S0888327016300048,S0888327016300048-70,to,
S0888327016300048,S0888327016300048-71,comprehensively,
S0888327016300048,S0888327016300048-72,collect,
S0888327016300048,S0888327016300048-73,all,
S0888327016300048,S0888327016300048-74,the,
S0888327016300048,S0888327016300048-75,frequency,
S0888327016300048,S0888327016300048-76,components,
S0888327016300048,S0888327016300048-77,related,
S0888327016300048,S0888327016300048-78,to,
S0888327016300048,S0888327016300048-79,any,
S0888327016300048,S0888327016300048-80,bearing,
S0888327016300048,S0888327016300048-81,fault,
S0888327016300048,S0888327016300048-82,",",
S0888327016300048,S0888327016300048-83,and,
S0888327016300048,S0888327016300048-84,is,
S0888327016300048,S0888327016300048-85,beneficial,
S0888327016300048,S0888327016300048-86,to,
S0888327016300048,S0888327016300048-87,extract,
S0888327016300048,S0888327016300048-88,fault,
S0888327016300048,S0888327016300048-89,information,
S0888327016300048,S0888327016300048-90,",",
S0888327016300048,S0888327016300048-91,especially,
S0888327016300048,S0888327016300048-92,for,
S0888327016300048,S0888327016300048-93,early,
S0888327016300048,S0888327016300048-94,weak,
S0888327016300048,S0888327016300048-95,fault,
S0888327016300048,S0888327016300048-96,characteristics,
S0888327016300048,S0888327016300048-97,.,
S0888327016300048,S0888327016300048-98,Both,
S0888327016300048,S0888327016300048-99,the,
S0888327016300048,S0888327016300048-100,characteristic,
S0888327016300048,S0888327016300048-101,frequencies,
S0888327016300048,S0888327016300048-102,of,
S0888327016300048,S0888327016300048-103,simulated,
S0888327016300048,S0888327016300048-104,signal,
S0888327016300048,S0888327016300048-105,and,
S0888327016300048,S0888327016300048-106,the,
S0888327016300048,S0888327016300048-107,fault,
S0888327016300048,S0888327016300048-108,frequencies,
S0888327016300048,S0888327016300048-109,of,
S0888327016300048,S0888327016300048-110,practical,
S0888327016300048,S0888327016300048-111,rolling,
S0888327016300048,S0888327016300048-112,bearing,
S0888327016300048,S0888327016300048-113,signal,
S0888327016300048,S0888327016300048-114,can,
S0888327016300048,S0888327016300048-115,be,
S0888327016300048,S0888327016300048-116,extracted,
S0888327016300048,S0888327016300048-117,from,
S0888327016300048,S0888327016300048-118,the,
S0888327016300048,S0888327016300048-119,same,
S0888327016300048,S0888327016300048-120,order,
S0888327016300048,S0888327016300048-121,of,
S0888327016300048,S0888327016300048-122,IMF,
S0888327016300048,S0888327016300048-123,groups,
S0888327016300048,S0888327016300048-124,",",
S0888327016300048,S0888327016300048-125,thus,
S0888327016300048,S0888327016300048-126,showing,
S0888327016300048,S0888327016300048-127,that,
S0888327016300048,S0888327016300048-128,multivariate,
S0888327016300048,S0888327016300048-129,EMD,
S0888327016300048,S0888327016300048-130,is,
S0888327016300048,S0888327016300048-131,an,
S0888327016300048,S0888327016300048-132,effective,
S0888327016300048,S0888327016300048-133,signal,
S0888327016300048,S0888327016300048-134,decomposition,
S0888327016300048,S0888327016300048-135,algorithm,
S0888327016300048,S0888327016300048-136,and,
S0888327016300048,S0888327016300048-137,can,
S0888327016300048,S0888327016300048-138,be,
S0888327016300048,S0888327016300048-139,competently,
S0888327016300048,S0888327016300048-140,applied,
S0888327016300048,S0888327016300048-141,to,
S0888327016300048,S0888327016300048-142,fault,
S0888327016300048,S0888327016300048-143,diagnosis,
S0888327016300048,S0888327016300048-144,of,
S0888327016300048,S0888327016300048-145,rolling,
S0888327016300048,S0888327016300048-146,bearings,
S0888327016300048,S0888327016300048-147,when,
S0888327016300048,S0888327016300048-148,combined,
S0888327016300048,S0888327016300048-149,with,
S0888327016300048,S0888327016300048-150,a,
S0888327016300048,S0888327016300048-151,multiscale,
S0888327016300048,S0888327016300048-152,reduction,
S0888327016300048,S0888327016300048-153,method,
S0888327016300048,S0888327016300048-154,and,
S0888327016300048,S0888327016300048-155,fault,
S0888327016300048,S0888327016300048-156,correlation,
S0888327016300048,S0888327016300048-157,factor,
S0888327016300048,S0888327016300048-158,analysis,
S0888327016300048,S0888327016300048-159,.,
S0888327016300048,S0888327016300048-160,In,
S0888327016300048,S0888327016300048-161,signal,
S0888327016300048,S0888327016300048-162,acquisition,
S0888327016300048,S0888327016300048-163,and,
S0888327016300048,S0888327016300048-164,processing,
S0888327016300048,S0888327016300048-165,",",
S0888327016300048,S0888327016300048-166,given,
S0888327016300048,S0888327016300048-167,the,
S0888327016300048,S0888327016300048-168,circumstance,
S0888327016300048,S0888327016300048-169,that,
S0888327016300048,S0888327016300048-170,there,
S0888327016300048,S0888327016300048-171,is,
S0888327016300048,S0888327016300048-172,a,
S0888327016300048,S0888327016300048-173,trend,
S0888327016300048,S0888327016300048-174,toward,
S0888327016300048,S0888327016300048-175,the,
S0888327016300048,S0888327016300048-176,use,
S0888327016300048,S0888327016300048-177,of,
S0888327016300048,S0888327016300048-178,multiple,
S0888327016300048,S0888327016300048-179,sensors,
S0888327016300048,S0888327016300048-180,",",
S0888327016300048,S0888327016300048-181,multivariate,
S0888327016300048,S0888327016300048-182,EMD,
S0888327016300048,S0888327016300048-183,appears,
S0888327016300048,S0888327016300048-184,to,
S0888327016300048,S0888327016300048-185,be,
S0888327016300048,S0888327016300048-186,very,
S0888327016300048,S0888327016300048-187,useful,
S0888327016300048,S0888327016300048-188,and,
S0888327016300048,S0888327016300048-189,meaningful,
S0888327016300048,S0888327016300048-190,as,
S0888327016300048,S0888327016300048-191,a,
S0888327016300048,S0888327016300048-192,kind,
S0888327016300048,S0888327016300048-193,of,
S0888327016300048,S0888327016300048-194,multivariate,
S0888327016300048,S0888327016300048-195,data,
S0888327016300048,S0888327016300048-196,processing,
S0888327016300048,S0888327016300048-197,algorithm,
S0888327016300048,S0888327016300048-198,.,
S0888327016300048,S0888327016300048-199,By,
S0888327016300048,S0888327016300048-200,analyzing,
S0888327016300048,S0888327016300048-201,the,
S0888327016300048,S0888327016300048-202,simulated,
S0888327016300048,S0888327016300048-203,signal,
S0888327016300048,S0888327016300048-204,and,
S0888327016300048,S0888327016300048-205,two,
S0888327016300048,S0888327016300048-206,different,
S0888327016300048,S0888327016300048-207,practical,
S0888327016300048,S0888327016300048-208,multivariate,
S0888327016300048,S0888327016300048-209,signals,
S0888327016300048,S0888327016300048-210,",",
S0888327016300048,S0888327016300048-211,the,
S0888327016300048,S0888327016300048-212,results,
S0888327016300048,S0888327016300048-213,demonstrate,
S0888327016300048,S0888327016300048-214,the,
S0888327016300048,S0888327016300048-215,significance,
S0888327016300048,S0888327016300048-216,of,
S0888327016300048,S0888327016300048-217,the,
S0888327016300048,S0888327016300048-218,proposed,
S0888327016300048,S0888327016300048-219,method,
S0888327016300048,S0888327016300048-220,in,
S0888327016300048,S0888327016300048-221,the,
S0888327016300048,S0888327016300048-222,field,
S0888327016300048,S0888327016300048-223,of,
S0888327016300048,S0888327016300048-224,fault,
S0888327016300048,S0888327016300048-225,diagnosis,
S0888327016300048,S0888327016300048-226,of,
S0888327016300048,S0888327016300048-227,rolling,
S0888327016300048,S0888327016300048-228,bearing,
S0888327016300048,S0888327016300048-229,.,
S0370269304009025,S0370269304009025-0,A,
S0370269304009025,S0370269304009025-1,central,
S0370269304009025,S0370269304009025-2,question,
S0370269304009025,S0370269304009025-3,from,
S0370269304009025,S0370269304009025-4,the,
S0370269304009025,S0370269304009025-5,point,
S0370269304009025,S0370269304009025-6,of,
S0370269304009025,S0370269304009025-7,view,
S0370269304009025,S0370269304009025-8,of,
S0370269304009025,S0370269304009025-9,nuclear,
S0370269304009025,S0370269304009025-10,physics,
S0370269304009025,S0370269304009025-11,involves,
S0370269304009025,S0370269304009025-12,the,
S0370269304009025,S0370269304009025-13,changes,
S0370269304009025,S0370269304009025-14,to,
S0370269304009025,S0370269304009025-15,the,
S0370269304009025,S0370269304009025-16,quark,
S0370269304009025,S0370269304009025-17,and,
S0370269304009025,S0370269304009025-18,antiquark,
S0370269304009025,S0370269304009025-19,distributions,
S0370269304009025,S0370269304009025-20,of,
S0370269304009025,S0370269304009025-21,a,
S0370269304009025,S0370269304009025-22,bound,
S0370269304009025,S0370269304009025-23,proton,
S0370269304009025,S0370269304009025-24,.,
S0370269304009025,S0370269304009025-25,Since,
S0370269304009025,S0370269304009025-26,one,
S0370269304009025,S0370269304009025-27,must,
S0370269304009025,S0370269304009025-28,develop,
S0370269304009025,S0370269304009025-29,a,
S0370269304009025,S0370269304009025-30,reliable,
S0370269304009025,S0370269304009025-31,model,
S0370269304009025,S0370269304009025-32,of,
S0370269304009025,S0370269304009025-33,both,
S0370269304009025,S0370269304009025-34,the,
S0370269304009025,S0370269304009025-35,free,
S0370269304009025,S0370269304009025-36,proton,
